Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Penyedia,Jasa Lainnya,66230412,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64824148,Pengadaan Langsung,BADAN GIZI NASIONAL,Konsumsi Snack Rapat Pelaksanaan,BADAN GIZI NASIONAL,Ya,APBN,2026,5760000
Penyedia,Jasa Lainnya,64264853,Pengadaan Langsung,BADAN GIZI NASIONAL,Penyusunan Indikator Kepatuhan Satuan Pelayanan Pemenuhan Gizi terhadap Standar Gizi dan Menu,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,63937188,Pengadaan Langsung,BADAN GIZI NASIONAL,Tenaga Pendukung Penyusunan Produk Hukum,BADAN GIZI NASIONAL,Ya,APBN,2026,360000000
Penyedia,Jasa Lainnya,65650159,Dikecualikan,BADAN GIZI NASIONAL,Fulllboard Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,95570000
Penyedia,Jasa Lainnya,66574521,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Swakelola,-,42611061,-,BADAN GIZI NASIONAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,BADAN GIZI NASIONAL,Tidak,APBN,2026,107530000
Penyedia,Jasa Lainnya,66578610,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Swakelola,-,41973622,-,BADAN GIZI NASIONAL,Penyusunan rekomendasi kebijakan,BADAN GIZI NASIONAL,Tidak,APBN,2026,10619414000
Penyedia,Jasa Lainnya,65650173,Pengadaan Langsung,BADAN GIZI NASIONAL,Penyusunan Analis Beban Kerja di Biro Manajemen Kinerja,BADAN GIZI NASIONAL,Ya,APBN,2026,80000000
Penyedia,Jasa Lainnya,66259927,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66574352,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Konsultansi,63429818,Seleksi,BADAN GIZI NASIONAL,Belanja Jasa Konsultan,BADAN GIZI NASIONAL,Ya,APBN,2026,2142856000
Penyedia,Jasa Lainnya,66094982,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Lukit, Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,1295440453
Penyedia,Jasa Lainnya,66227825,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64264827,Pengadaan Langsung,BADAN GIZI NASIONAL,Penggandaan Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,5509000
Penyedia,Jasa Lainnya,66573854,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66094682,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Air Hitam, Sumatera Utara",BADAN GIZI NASIONAL,Ya,APBN,2026,1191418284
Penyedia,Jasa Lainnya,66627655,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64264881,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Gedung Pertemuan (Maluku  Utara),BADAN GIZI NASIONAL,Ya,APBN,2026,72000000
Penyedia,Jasa Lainnya,63326619,Pengadaan Langsung,BADAN GIZI NASIONAL,Paket meeting fullboard dalam rangka Koordinasi dan Pemutakhiraan Data TLHP BPK-RI,BADAN GIZI NASIONAL,Ya,APBN,2026,52500000
Penyedia,Jasa Lainnya,64264819,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Kendaraan Roda 4 (Bali),BADAN GIZI NASIONAL,Ya,APBN,2026,3825000
Penyedia,Jasa Lainnya,66629335,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66094701,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Ranto Panjang, Sumatera Utara",BADAN GIZI NASIONAL,Ya,APBN,2026,1656812900
Penyedia,Jasa Lainnya,66229410,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66230457,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66604696,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64264878,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,43652000
Penyedia,Jasa Lainnya,65650194,Pengadaan Langsung,BADAN GIZI NASIONAL,Penyelenggaraan Kegiatan Reformasi Birokrasi di Biro Manajemen Kinerja,BADAN GIZI NASIONAL,Ya,APBN,2026,300000000
Penyedia,Jasa Lainnya,66230088,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Swakelola,-,42502087,-,BADAN GIZI NASIONAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota (QDH-A),BADAN GIZI NASIONAL,Tidak,APBN,2026,105755000
Penyedia,Jasa Lainnya,65650191,Dikecualikan,BADAN GIZI NASIONAL,Fullday Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,54600000
Penyedia,Jasa Lainnya,66129710,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Tambak Seklenting, Jawa Tengah",BADAN GIZI NASIONAL,Ya,APBN,2026,1625858167
Penyedia,Jasa Lainnya,66605357,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66587682,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66627705,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66604185,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66628805,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66627429,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66230051,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66629164,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66628928,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66378353,Pengadaan Langsung,BADAN GIZI NASIONAL,Jasa Lainnya Tenaga Pendukung Biro SDMO,BADAN GIZI NASIONAL,Ya,APBN,2026,780000000
Penyedia,Jasa Lainnya,66573463,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66098456,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Marok Tua, Kepulauan Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,2560239280
Penyedia,Jasa Lainnya,64158265,E-Purchasing,BADAN GIZI NASIONAL,Sewa Lisensi Chatbot AI,BADAN GIZI NASIONAL,Ya,APBN,2026,105000000
Penyedia,Barang,64069033,Pengadaan Langsung,BADAN GIZI NASIONAL,Makan Rapat Biasa D.K.I Dalam Rangka Penyusunan Rencana Aksi,BADAN GIZI NASIONAL,Ya,APBN,2026,13680000
Penyedia,Jasa Lainnya,65096332,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Konsultan,BADAN GIZI NASIONAL,Ya,APBN,2026,99000000
Penyedia,Jasa Lainnya,66227462,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65651142,Dikecualikan,BADAN GIZI NASIONAL,Fullday Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,41520000
Penyedia,Barang,64264616,Pengadaan Langsung,BADAN GIZI NASIONAL,ATK,BADAN GIZI NASIONAL,Ya,APBN,2026,15744000
Penyedia,Jasa Lainnya,64158239,Tender,BADAN GIZI NASIONAL,Belanja Jasa Lainnya,BADAN GIZI NASIONAL,Ya,APBN,2026,5000000000
Penyedia,Barang,64069034,Pengadaan Langsung,BADAN GIZI NASIONAL,Seminar Kit Dalam Rangka Monitoring dan Evaluasi,BADAN GIZI NASIONAL,Ya,APBN,2026,6000000
Penyedia,Jasa Lainnya,66629417,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64265095,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Gedung Pertemuan (D.I. Yogyakarta),BADAN GIZI NASIONAL,Ya,APBN,2026,139194000
Penyedia,Jasa Lainnya,66627231,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65650909,Pengadaan Langsung,BADAN GIZI NASIONAL,Penyelenggaraan kegiatan pemantauan rencana aksi RB BGN,BADAN GIZI NASIONAL,Ya,APBN,2026,286400000
Penyedia,Barang,63245127,E-Purchasing,BADAN GIZI NASIONAL,Seminar Kit,BADAN GIZI NASIONAL,Ya,APBN,2026,18362000
Penyedia,Jasa Lainnya,66573418,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65650166,Dikecualikan,BADAN GIZI NASIONAL,Fullday Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,63700000
Penyedia,Jasa Lainnya,65651141,Dikecualikan,BADAN GIZI NASIONAL,Fullboard Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,179850000
Penyedia,Jasa Lainnya,66574415,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,63440732,Dikecualikan,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon I  II (Jawa  Barat),BADAN GIZI NASIONAL,Ya,APBN,2026,29925000
Penyedia,Jasa Lainnya,64264821,Dikecualikan,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Day di Luar Kantor - Pejabat Eselon I  II (D.K.I.  Jakarta),BADAN GIZI NASIONAL,Ya,APBN,2026,16008000
Penyedia,Barang,63430416,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Barang Persediaan Barang Konsumsi,BADAN GIZI NASIONAL,Ya,APBN,2026,67950000
Penyedia,Jasa Lainnya,63327230,E-Purchasing,BADAN GIZI NASIONAL,Paket Meeting Fullboard dalam rangka Penyusunan Kebijakan Teknis Lingkup Inspektorat I,BADAN GIZI NASIONAL,Ya,APBN,2026,60360000
Penyedia,Jasa Lainnya,63604800,E-Purchasing,BADAN GIZI NASIONAL,Sewa Kendaraan Kegiatan Insidentil,BADAN GIZI NASIONAL,Ya,APBN,2026,13500000
Penyedia,Barang,63430426,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,54400000
Penyedia,Jasa Lainnya,66628905,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66627764,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64264898,E-Purchasing,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Day di Luar Kantor - Pejabat Eselon III ke bawah (Maluku),BADAN GIZI NASIONAL,Ya,APBN,2026,320800000
Penyedia,Barang,63430334,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,25212000
Penyedia,Jasa Lainnya,66629299,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65651149,Pengadaan Langsung,BADAN GIZI NASIONAL,Jasa Penyelenggara Rakernas BGN Tahun 2025,BADAN GIZI NASIONAL,Ya,APBN,2026,100000000
Penyedia,Jasa Lainnya,66629223,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66098364,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Selayar, Kepulauan Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,2532644280
Penyedia,Jasa Lainnya,65651143,Dikecualikan,BADAN GIZI NASIONAL,Fullboard Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,53955000
Penyedia,Jasa Lainnya,66094724,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Lasarafaga, Sumatera Utara",BADAN GIZI NASIONAL,Ya,APBN,2026,1910565500
Penyedia,Jasa Lainnya,64158631,Pengadaan Langsung,BADAN GIZI NASIONAL,Pendamping Reviu Dokumen Pengadaan dan Laporan Pekerjaan SDM DTO,BADAN GIZI NASIONAL,Ya,APBN,2026,100000000
Penyedia,Barang,64265002,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Kendaraan Roda 4 (Bangka  Belitung),BADAN GIZI NASIONAL,Ya,APBN,2026,30192000
Penyedia,Jasa Lainnya,66579255,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66574383,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Konsultansi,64158244,Pengadaan Langsung,BADAN GIZI NASIONAL,Jasa Konsultan Perencanaan  Tata Kelola Digitalisasi Mitra SPPG,BADAN GIZI NASIONAL,Ya,APBN,2026,100000000
Penyedia,Barang,64153532,Pengadaan Langsung,BADAN GIZI NASIONAL,ATK Rapat Dalam Rangka Penyusunan Rencana Aksi,BADAN GIZI NASIONAL,Ya,APBN,2026,22274000
Penyedia,Jasa Lainnya,63600959,Dikecualikan,BADAN GIZI NASIONAL,Paket Meeting Fullboard,BADAN GIZI NASIONAL,Ya,APBN,2026,50300000
Swakelola,-,41973701,-,BADAN GIZI NASIONAL,koordinasi dan harmonisasi,BADAN GIZI NASIONAL,Tidak,APBN,2026,2875389000
Penyedia,Jasa Lainnya,66227275,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66762192,E-Purchasing,BADAN GIZI NASIONAL,Belanja Sewa Backup Jaringan Internet,BADAN GIZI NASIONAL,Ya,APBN,2026,600000000
Penyedia,Jasa Lainnya,66228301,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66274106,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Bangkuang, Kalimantan Tengah",BADAN GIZI NASIONAL,Ya,APBN,2026,2542736020
Penyedia,Jasa Lainnya,66183356,E-Purchasing,BADAN GIZI NASIONAL,Media Monitoring Sosial,BADAN GIZI NASIONAL,Ya,APBN,2026,500000000
Penyedia,Jasa Lainnya,66400112,Pengadaan Langsung,BADAN GIZI NASIONAL,Paket Meeting Fullday Budaya Organisasi BGN,BADAN GIZI NASIONAL,Ya,APBN,2026,68250000
Penyedia,Barang,64153537,Pengadaan Langsung,BADAN GIZI NASIONAL,Seminar Kit Dalam Rangka Identifikasi Rencana Aksi,BADAN GIZI NASIONAL,Ya,APBN,2026,36000000
Penyedia,Jasa Lainnya,64158632,Dikecualikan,BADAN GIZI NASIONAL,Paket Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,300000000
Penyedia,Jasa Lainnya,66573402,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64158238,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya,BADAN GIZI NASIONAL,Ya,APBN,2026,3675000000
Penyedia,Jasa Lainnya,65651140,Dikecualikan,BADAN GIZI NASIONAL,Fullday Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,20475000
Penyedia,Jasa Lainnya,66093934,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Ujung Padang, Sumatera Utara",BADAN GIZI NASIONAL,Ya,APBN,2026,1255408321
Penyedia,Jasa Lainnya,63326542,E-Purchasing,BADAN GIZI NASIONAL,Paket Meeting Fullboard dalam rangka Perencanaan Program Pengawasan Intern Inspektorat I,BADAN GIZI NASIONAL,Ya,APBN,2026,187080000
Penyedia,Jasa Lainnya,66579156,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66094519,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Simanggalam, Sumatera Utara",BADAN GIZI NASIONAL,Ya,APBN,2026,1266031184
Penyedia,Jasa Lainnya,64264850,Pengadaan Langsung,BADAN GIZI NASIONAL,Analisis Efektivitas Capaian Indikator Kinerja Kegiatan per Triwulan Direktorat Wilayah II,BADAN GIZI NASIONAL,Ya,APBN,2026,800000000
Penyedia,Jasa Lainnya,64158281,Dikecualikan,BADAN GIZI NASIONAL,Paket Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,275000000
Penyedia,Jasa Lainnya,66576630,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64824169,Pengadaan Langsung,BADAN GIZI NASIONAL,Konsumsi Snack Rapat Pelaksanaan,BADAN GIZI NASIONAL,Ya,APBN,2026,5760000
Penyedia,Jasa Lainnya,66579047,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64824140,Pengadaan Langsung,BADAN GIZI NASIONAL,Konsumsi Makan Rapat Pelaksanaan,BADAN GIZI NASIONAL,Ya,APBN,2026,27360000
Penyedia,Jasa Lainnya,66607669,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66228931,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64824128,Pengadaan Langsung,BADAN GIZI NASIONAL,Jasa Lainnya Penyelenggara Kegiatan Layanan Organisasi dan Tata Kelola pada Deputi Bidang Promosi dan Kerjasama,BADAN GIZI NASIONAL,Ya,APBN,2026,168000000
Penyedia,Barang,63430148,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,24886000
Penyedia,Jasa Lainnya,64265088,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Gedung Pertemuan (Jawa  Timur),BADAN GIZI NASIONAL,Ya,APBN,2026,135516000
Penyedia,Jasa Lainnya,64265085,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Kendaraan Roda 4 (Banten),BADAN GIZI NASIONAL,Ya,APBN,2026,24408000
Penyedia,Jasa Lainnya,66390018,Pengadaan Langsung,BADAN GIZI NASIONAL,Paket Meeting Fullboard Dalam Kota Budaya Kerja BGN,BADAN GIZI NASIONAL,Ya,APBN,2026,359100000
Penyedia,Jasa Lainnya,66230423,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66574593,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64264906,Dikecualikan,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon III ke bawah (Nusa  Tenggara  Ti,BADAN GIZI NASIONAL,Ya,APBN,2026,111500000
Penyedia,Jasa Lainnya,66587939,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
